,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
CD14,0.455,0.5449999999999999,-0.18048837208289548,0.00071703317,0.00048505588,1e-05,0.25,0.33331603,0.25169182,5.606276,-13.938511,15.889297,1.6797203,1.7591004,0.2634456452638271,0.25748046502763483,7.965171813964844,5.425347328186035,False,10kpbmc vs Rest,10kpbmc,Rest
DAPK1,0.4548,0.5452,-0.18129493430020283,3.9965442e-05,3.867457e-05,1e-05,0.25,-0.9844916,-1.0060148,4.5856185,-13.488137,12.956542,0.07743166,0.1099676,0.0670057215511761,0.08747855917667238,0.3516714572906494,0.3398115932941437,False,10kpbmc vs Rest,10kpbmc,Rest
THEMIS2,0.4548,0.5452,-0.18129493430020283,0.00020543212,0.00023720205,1e-05,0.25,-0.16049558,-0.121089935,1.5396328,-5.5083485,6.14713,0.319644,0.599009,0.21551176096630642,0.3043643987040213,1.9775944948196411,2.4246838092803955,False,10kpbmc vs Rest,10kpbmc,Rest
LRRK2,0.4548,0.5452,-0.18129493430020283,0.00015008767,0.00012895482,1e-05,0.25,-0.41883764,-0.41779947,4.8718576,-13.194611,12.18653,0.26319134,0.31217837,0.16160203432930706,0.17953116066323613,1.3234033584594727,1.1406217813491821,False,10kpbmc vs Rest,10kpbmc,Rest
AC108866.1,0.4546,0.5454,-0.18210155533085204,7.1840336e-06,3.5105124e-06,1e-05,0.25,1.1308452,1.185317,2.9330103,-8.617519,10.268937,0.0033057851,0.0022870211,0.003178639542275906,0.001905850962454736,0.05105634778738022,0.02195608802139759,False,10kpbmc vs Rest,10kpbmc,Rest
CLIC3,0.4546,0.5454,-0.18210155533085204,0.00032549462,0.0002829241,1e-05,0.25,0.15741521,0.08158207,4.9948826,-16.29417,15.286304,0.21131596,0.3388603,0.10858232676414495,0.10043834572136459,2.6978070735931396,2.6280815601348877,False,10kpbmc vs Rest,10kpbmc,Rest
UTP11,0.4544,0.5456,-0.18290823544371426,8.18891e-05,7.25178e-05,1e-05,0.25,0.20255199,0.18344116,0.96671885,-3.1796227,4.259783,0.091671966,0.13379073,0.07832167832167833,0.11492281303602059,0.7903121113777161,0.7043107748031616,False,10kpbmc vs Rest,10kpbmc,Rest
SPTBN1,0.4542,0.5458000000000001,-0.18371497490777722,0.0002347812,0.00025406704,1e-05,0.25,0.074405804,0.026670456,2.7260673,-8.468864,7.2711716,0.15994914,0.18715456,0.12727272727272726,0.15437392795883362,1.894858956336975,2.35326886177063,False,10kpbmc vs Rest,10kpbmc,Rest
EBNA1BP2,0.4542,0.5458000000000001,-0.18371497490777722,9.9994904e-05,9.2693284e-05,1e-05,0.25,0.20240767,0.12367058,1.5125266,-6.1349974,7.5908575,0.13095994,0.16981132,0.09904640813731723,0.14541642843529637,1.1495015621185303,1.0401562452316284,False,10kpbmc vs Rest,10kpbmc,Rest
FAM49A,0.454,0.546,-0.18452177399214387,8.641463e-05,8.8344685e-05,1e-05,0.25,0.34121454,0.12995243,3.922504,-11.497414,11.267294,0.15193897,0.25214407,0.11964399237126509,0.17000190585096245,0.8951906561851501,0.8394153118133545,False,10kpbmc vs Rest,10kpbmc,Rest
GMNN,0.454,0.546,-0.18452177399214387,3.133775e-05,3.0433932e-05,1e-05,0.25,0.1778628,0.20792007,1.5098288,-7.008544,9.245275,0.046535283,0.047646273,0.02670057215511761,0.040785210596531354,0.23778186738491058,0.31788700819015503,False,10kpbmc vs Rest,10kpbmc,Rest
CR1,0.4538,0.5462,-0.1853286329660362,7.211521e-05,6.2849926e-05,1e-05,0.25,-0.09639669,-0.0051407814,3.5641947,-11.745291,11.260392,0.09828354,0.107489996,0.08048315321042594,0.08423861254049933,0.6417940855026245,0.5655930638313293,False,10kpbmc vs Rest,10kpbmc,Rest
BID,0.4538,0.5462,-0.1853286329660362,0.00018391521,0.00022742913,1e-05,0.25,-0.19425055,-0.11522293,1.2924916,-5.1495056,4.0608788,0.30896378,0.61616164,0.2049586776859504,0.30207737754907565,1.943062424659729,2.407136917114258,False,10kpbmc vs Rest,10kpbmc,Rest
HMGN5,0.4538,0.5462,-0.1853286329660362,2.1476419e-05,1.7570805e-05,1e-05,0.25,0.28967932,0.2520237,1.7046984,-6.4159927,7.6392765,0.021614749,0.025728988,0.01830896376350922,0.021536115875738518,0.2363467812538147,0.1818956434726715,False,10kpbmc vs Rest,10kpbmc,Rest
TCF7L2,0.4538,0.5462,-0.1853286329660362,5.320818e-05,6.314164e-05,1e-05,0.25,-0.06202882,0.11263323,2.7220953,-12.298127,13.857191,0.08518754,0.18238993,0.05289256198347107,0.08919382504288165,0.44846993684768677,0.6035140156745911,False,10kpbmc vs Rest,10kpbmc,Rest
AC080013.5,0.4536,0.5464,-0.1861355520987933,2.9970904e-06,5.8035507e-06,1e-05,0.25,-1.0791717,-1.0701027,2.0745902,-8.2273245,6.8672237,0.0017800381,0.0093386695,0.0017800381436745073,0.008385744234800839,0.019312525168061256,0.036231666803359985,False,10kpbmc vs Rest,10kpbmc,Rest
SEC24A,0.4536,0.5464,-0.1861355520987933,4.731454e-05,4.19147e-05,1e-05,0.25,0.21142627,0.20848513,1.1486858,-8.756725,9.707828,0.06013986,0.066895366,0.051112523839796566,0.062130741376024395,0.45125463604927063,0.4055078625679016,False,10kpbmc vs Rest,10kpbmc,Rest
PPCDC,0.4536,0.5464,-0.1861355520987933,4.3781627e-05,4.1457246e-05,1e-05,0.25,0.18888852,0.18867826,1.2697806,-6.604842,7.2120237,0.056706928,0.08423861,0.04996821360457724,0.07318467695826186,0.4001138508319855,0.38149911165237427,False,10kpbmc vs Rest,10kpbmc,Rest
FZD3,0.4536,0.5464,-0.1861355520987933,1.6464988e-05,1.3115415e-05,1e-05,0.25,0.14533098,0.284544,2.703052,-10.37251,8.845293,0.014621742,0.015056223,0.013604577240940878,0.01162569087097389,0.1676633507013321,0.11662782728672028,False,10kpbmc vs Rest,10kpbmc,Rest
SPOPL,0.4536,0.5464,-0.1861355520987933,6.213934e-05,6.996417e-05,1e-05,0.25,-0.122328065,-0.12297344,1.7363497,-6.1156235,5.6165724,0.086077556,0.1547551,0.07539732994278449,0.12368972746331237,0.57535719871521,0.6949449181556702,False,10kpbmc vs Rest,10kpbmc,Rest
PLAUR,0.4534,0.5466,-0.18694253165987307,0.00025201854,0.00015419567,1e-05,0.25,-0.0031550988,-0.059046745,3.8124378,-10.583788,10.23529,0.5195168,0.53478175,0.20788302606484424,0.212883552506194,2.4847097396850586,1.689208745956421,False,10kpbmc vs Rest,10kpbmc,Rest
CCNE1,0.4534,0.5466,-0.18694253165987307,1.3519041e-05,1.2842471e-05,1e-05,0.25,-0.45125538,-0.54086065,2.9886167,-11.2917385,9.631379,0.019453274,0.011625691,0.011061665607120153,0.010672765389746522,0.0816284641623497,0.10623086988925934,False,10kpbmc vs Rest,10kpbmc,Rest
PSTPIP2,0.4534,0.5466,-0.18694253165987307,7.835171e-05,8.939407e-05,1e-05,0.25,-0.2655129,-0.14909124,2.381271,-10.731449,10.436084,0.095359184,0.17857823,0.0835346471710108,0.13512483323804078,0.80663001537323,0.8770814538002014,False,10kpbmc vs Rest,10kpbmc,Rest
NOTCH2,0.4532,0.5468,-0.18774957191885233,0.00014631296,0.00016278266,1e-05,0.25,-0.10761931,-0.08310938,1.6770196,-6.7562914,4.469201,0.22186904,0.3438155,0.16579783852511126,0.21917286068229463,1.3169169425964355,1.4369240999221802,False,10kpbmc vs Rest,10kpbmc,Rest
NRIP1,0.4532,0.5468,-0.18774957191885233,0.000106725194,9.0696216e-05,1e-05,0.25,0.09113614,0.13196802,1.9515297,-7.612484,7.254571,0.09726637,0.14694111,0.08556897647806738,0.11720983419096627,0.8993608355522156,0.858080267906189,False,10kpbmc vs Rest,10kpbmc,Rest
OSBPL11,0.453,0.5469999999999999,-0.18855667314542768,7.4781725e-05,8.429128e-05,1e-05,0.25,-0.12387251,-0.15547895,1.411033,-4.8428,4.170122,0.11404958,0.20392606,0.09764780673871583,0.14865637507146942,0.7335516214370728,0.8453218340873718,False,10kpbmc vs Rest,10kpbmc,Rest
TIMP2,0.453,0.5469999999999999,-0.18855667314542768,0.00020336027,0.0001714709,1e-05,0.25,-0.013646011,0.06453562,4.0799146,-11.821332,11.642374,0.4507311,0.5536497,0.2263191354100445,0.24528301886792453,2.115299701690674,1.7217413187026978,False,10kpbmc vs Rest,10kpbmc,Rest
STIL,0.453,0.5469999999999999,-0.18855667314542768,1.4404208e-06,4.481753e-06,1e-05,0.25,-1.9846926,-2.0130177,2.4614222,-10.681453,9.096297,0.00432295,0.0072422335,0.003178639542275906,0.0059081379836096815,0.013399558141827583,0.04695470631122589,False,10kpbmc vs Rest,10kpbmc,Rest
DCTPP1,0.4528,0.5472,-0.18936383560941594,0.00011892859,0.00011520304,1e-05,0.25,0.20815605,0.08630943,1.8277332,-6.138691,7.713998,0.11811825,0.18219936,0.0965034965034965,0.14732227939775108,1.1805353164672852,1.039240837097168,False,10kpbmc vs Rest,10kpbmc,Rest
RUFY1,0.4528,0.5472,-0.18936383560941594,0.000119676326,0.000109079054,1e-05,0.25,0.21981396,0.18696308,0.84496754,-5.791088,4.833024,0.1324857,0.20240137,0.11341385886840433,0.151705736611397,1.1579481363296509,1.0426251888275146,False,10kpbmc vs Rest,10kpbmc,Rest
ANPEP,0.4528,0.5472,-0.18936383560941594,0.00015668746,4.305423e-05,1e-05,0.25,1.1742692,1.2474499,5.3309946,-13.146124,14.667941,0.3289256,0.13969888,0.1792752701843611,0.09929483514389174,1.6283615827560425,0.4686083495616913,False,10kpbmc vs Rest,10kpbmc,Rest
GNL2,0.4526,0.5474,-0.19017105958075398,8.009317e-05,8.889246e-05,1e-05,0.25,-0.23908554,-0.1734705,0.8760957,-3.1087294,3.0165539,0.10108074,0.16314085,0.0845518118245391,0.13664951400800457,0.8818745613098145,1.0315310955047607,False,10kpbmc vs Rest,10kpbmc,Rest
MTDH,0.4524,0.5476,-0.19097834532950086,0.0006978389,0.00079780794,1e-05,0.25,-0.18896791,-0.19468975,0.58108383,-3.7324085,3.6590014,0.91532105,1.4099486,0.4432294977749523,0.592338479130932,6.819863796234131,8.30233383178711,False,10kpbmc vs Rest,10kpbmc,Rest
APOBR,0.4522,0.5478000000000001,-0.19178569312583726,0.00011566615,0.0001078483,1e-05,0.25,-0.02320864,0.04950571,2.4746754,-8.65155,8.489247,0.1539733,0.22050695,0.12574698029243483,0.16314084238612542,1.0347858667373657,0.9887415170669556,False,10kpbmc vs Rest,10kpbmc,Rest
PSMA5,0.4522,0.5478000000000001,-0.19178569312583726,0.00048352915,0.00044052507,1e-05,0.25,0.16278262,0.1328001,1.1977335,-4.2717752,5.837308,0.5301971,0.7535735,0.3392244119516847,0.4417762530970078,4.926177978515625,4.51218843460083,False,10kpbmc vs Rest,10kpbmc,Rest
SERPINA1,0.452,0.548,-0.19259310324006595,0.0005775784,0.0003501758,1e-05,0.25,-0.10651962,-0.10205555,5.147344,-14.067706,13.823124,1.3435473,1.2397561,0.27132867132867133,0.26948732609109965,6.020400047302246,3.688143491744995,False,10kpbmc vs Rest,10kpbmc,Rest
GLB1,0.452,0.548,-0.19259310324006595,8.107122e-05,8.5889296e-05,1e-05,0.25,0.08229669,0.13773346,1.3838315,-4.1636343,4.2268763,0.12689129,0.21955404,0.10921805467260012,0.16352201257861634,0.8348595499992371,0.8786956667900085,False,10kpbmc vs Rest,10kpbmc,Rest
CCNF,0.4516,0.5484,-0.19420811150402784,6.446552e-06,3.3063616e-06,1e-05,0.25,1.2777236,1.207838,2.3878508,-7.0111237,11.157766,0.0133502865,0.007623404,0.009408773045136681,0.006670478368591576,0.07856597751379013,0.05019810050725937,False,10kpbmc vs Rest,10kpbmc,Rest
TPP1,0.4514,0.5486,-0.1950157101949841,0.00027284972,0.000276069,1e-05,0.25,0.07720006,0.11055994,1.3743494,-6.0190268,3.8732166,0.40801018,0.6929674,0.2600127145581691,0.32609109967600536,2.6511127948760986,2.7847909927368164,False,10kpbmc vs Rest,10kpbmc,Rest
ADGRE2,0.4514,0.5486,-0.1950157101949841,6.704905e-05,6.7864035e-05,1e-05,0.25,0.5731689,0.64127064,4.587533,-13.079073,12.907255,0.15308328,0.24871355,0.10540368722186905,0.1364589289117591,0.6857616305351257,0.7510895133018494,False,10kpbmc vs Rest,10kpbmc,Rest
MRPL1,0.4512,0.5488,-0.19582337228628022,0.00015867825,0.00014295544,1e-05,0.25,0.022772714,0.11482811,1.6944854,-4.9897366,5.2791862,0.15079466,0.18620163,0.12485696122059758,0.151705736611397,1.732507586479187,1.4889709949493408,False,10kpbmc vs Rest,10kpbmc,Rest
TMTC2,0.4512,0.5488,-0.19582337228628022,2.0704596e-05,2.417944e-05,1e-05,0.25,-0.24541008,-0.21351767,2.7867572,-8.597989,8.422973,0.034965035,0.050695635,0.032040686586141134,0.043262816847722506,0.19730611145496368,0.21363912522792816,False,10kpbmc vs Rest,10kpbmc,Rest
AC013264.1,0.451,0.5489999999999999,-0.1966310980488396,5.5178272e-05,5.480412e-05,1e-05,0.25,-0.57489866,-0.3904624,4.5860877,-12.722332,11.994796,0.024920534,0.052601486,0.023903369357914813,0.0440251572327044,0.4445395767688751,0.5295310616493225,False,10kpbmc vs Rest,10kpbmc,Rest
BARD1,0.4508,0.5492,-0.19743888775371188,4.0074723e-05,4.289153e-05,1e-05,0.25,-0.1531768,-0.16161442,1.3050839,-4.3492374,4.346388,0.037507948,0.0665142,0.03343928798474253,0.058319039451114926,0.3676034212112427,0.4422982335090637,False,10kpbmc vs Rest,10kpbmc,Rest
SETDB2,0.4508,0.5492,-0.19743888775371188,0.000115667186,0.000116910705,1e-05,0.25,-0.19088078,-0.13964796,1.2219154,-11.482388,12.326243,0.08722187,0.16695255,0.07972027972027972,0.1328378120830951,0.946130096912384,1.1037746667861938,False,10kpbmc vs Rest,10kpbmc,Rest
TXNRD1,0.4508,0.5492,-0.19743888775371188,9.399384e-05,8.232516e-05,1e-05,0.25,0.24824753,0.1950283,0.86057866,-6.1148605,4.263338,0.11137953,0.16275968,0.0965034965034965,0.1328378120830951,0.9016034007072449,0.8299897909164429,False,10kpbmc vs Rest,10kpbmc,Rest
HIST1H2AI,0.4504,0.5496,-0.19905466007522332,3.1561888e-06,6.576618e-06,1e-05,0.25,-0.7987133,-0.8998394,2.566553,-10.668392,8.625725,0.0041958042,0.007623404,0.003814367450731087,0.00686106346483705,0.02900747023522854,0.07260071486234665,False,10kpbmc vs Rest,10kpbmc,Rest
SLC24A4,0.4504,0.5496,-0.19905466007522332,7.010699e-05,8.377191e-05,1e-05,0.25,-0.57593405,-0.46787262,4.4214435,-14.529326,11.5315075,0.12778132,0.23308557,0.09561347743165925,0.14713169430150563,0.5998451709747314,0.7447803020477295,False,10kpbmc vs Rest,10kpbmc,Rest
CYP27A1,0.4502,0.5498000000000001,-0.1998626432345959,2.656745e-05,5.1706724e-05,1e-05,0.25,-2.3494396,-2.6798286,5.4461226,-15.119657,14.237651,0.053274,0.15037164,0.04183089637635092,0.09205260148656375,0.29094675183296204,0.5192391276359558,False,10kpbmc vs Rest,10kpbmc,Rest
HOXB2,0.4502,0.5498000000000001,-0.1998626432345959,0.00013670848,0.00012682698,1e-05,0.25,-0.10561095,-0.035563946,2.6223664,-7.755597,7.9963837,0.084678955,0.14808463,0.07514303877940241,0.12368972746331237,1.2530486583709717,1.3053786754608154,False,10kpbmc vs Rest,10kpbmc,Rest
UBE2T,0.4502,0.5498000000000001,-0.1998626432345959,1.7360548e-05,1.2858093e-05,1e-05,0.25,0.21596996,0.27809763,2.4710155,-8.157299,11.512121,0.04119517,0.023060797,0.02021614748887476,0.018867924528301886,0.24822509288787842,0.17131267488002777,False,10kpbmc vs Rest,10kpbmc,Rest
CTSZ,0.4502,0.5498000000000001,-0.1998626432345959,0.00039763763,0.0004587591,1e-05,0.25,0.050242495,0.044166565,2.4465246,-5.879037,6.800831,0.8797203,1.5658472,0.3258741258741259,0.35982466171145416,4.451129913330078,4.7136993408203125,False,10kpbmc vs Rest,10kpbmc,Rest
CTBP2,0.45,0.55,-0.20067069142174743,8.565387e-05,9.300725e-05,1e-05,0.25,-0.21905044,-0.19645214,4.320856,-12.664451,14.1739025,0.14189447,0.2542405,0.11443102352193261,0.17057366113969888,0.9618646502494812,0.9833323359489441,False,10kpbmc vs Rest,10kpbmc,Rest
ITGA4,0.45,0.55,-0.20067069142174743,0.00048858905,0.0004480988,1e-05,0.25,0.012482079,0.107804775,1.3378973,-6.0304346,5.1888723,0.41131595,0.5414522,0.2620470438652257,0.3249475890985325,3.940682888031006,3.4103126525878906,False,10kpbmc vs Rest,10kpbmc,Rest
IL17RA,0.45,0.55,-0.20067069142174743,0.00021702773,0.00025072356,1e-05,0.25,-0.12486056,-0.07664347,1.6099098,-6.9304333,6.2897577,0.31837255,0.5927197,0.22161474888747615,0.2959786544692205,2.4131128787994385,2.842829704284668,False,10kpbmc vs Rest,10kpbmc,Rest
CFP,0.4496,0.5504,-0.20228698396626454,0.00033384532,0.00032248182,1e-05,0.25,-0.116554886,-0.02746296,4.2253723,-12.1305895,10.780579,0.70400506,1.0682294,0.2558169103623649,0.28702115494568325,3.337831497192383,3.24049711227417,False,10kpbmc vs Rest,10kpbmc,Rest
CXCR5,0.4496,0.5504,-0.20228698396626454,2.467158e-05,3.355181e-05,1e-05,0.25,-0.674538,-0.7957487,4.458782,-13.466771,13.347967,0.011061666,0.026872499,0.010553083280356007,0.022489041356965885,0.15599170327186584,0.27641239762306213,False,10kpbmc vs Rest,10kpbmc,Rest
CES1,0.4496,0.5504,-0.20228698396626454,8.746733e-05,0.000103031394,1e-05,0.25,0.09601473,0.16188335,4.5031486,-12.435463,11.917947,0.16020343,0.2816848,0.094723458359822,0.1278825995807128,0.9246392846107483,0.988677978515625,False,10kpbmc vs Rest,10kpbmc,Rest
GNG7,0.4496,0.5504,-0.20228698396626454,5.7003064e-05,4.8187732e-05,1e-05,0.25,0.15492158,0.15922451,3.0959892,-11.20502,11.3569765,0.090146214,0.08728798,0.056579783852511126,0.06022489041356966,0.6322526335716248,0.5250528454780579,False,10kpbmc vs Rest,10kpbmc,Rest
VRK2,0.4494,0.5506,-0.20309522886739195,3.7349713e-05,3.594238e-05,1e-05,0.25,0.25768316,0.15900564,1.3563336,-4.199212,6.2530947,0.049968213,0.08271393,0.046408137317228225,0.07165999618829808,0.4353370666503906,0.37343746423721313,False,10kpbmc vs Rest,10kpbmc,Rest
HIST2H2BE,0.4494,0.5506,-0.20309522886739195,4.186794e-05,5.0586354e-05,1e-05,0.25,-0.21069597,-0.14560461,1.4071133,-8.570856,5.9695816,0.039923713,0.07661521,0.03610934520025429,0.06822946445587955,0.3750535845756531,0.6481537818908691,False,10kpbmc vs Rest,10kpbmc,Rest
NAIP,0.4494,0.5506,-0.20309522886739195,0.00014693911,0.00016314606,1e-05,0.25,0.009063039,0.07667112,1.714092,-7.1717854,6.5102673,0.23521933,0.3836478,0.16681500317863954,0.21821993520106728,1.485040307044983,1.637190580368042,False,10kpbmc vs Rest,10kpbmc,Rest
NCF1,0.4492,0.5508,-0.20390353988382337,0.0008695103,0.00092178944,1e-05,0.25,-0.1445189,-0.004172325,2.4858234,-8.948734,7.281684,1.3830897,2.1139698,0.417546090273363,0.4614065180102916,9.562613487243652,9.562657356262207,False,10kpbmc vs Rest,10kpbmc,Rest
CCL4L2,0.4492,0.5508,-0.20390353988382337,9.795855e-05,8.851842e-05,1e-05,0.25,-0.72414625,-0.8177633,4.79582,-14.533336,14.431032,0.063572794,0.1995426,0.04259376986649714,0.046883933676386505,0.8765828609466553,0.8233426213264465,False,10kpbmc vs Rest,10kpbmc,Rest
PTGDS,0.449,0.5509999999999999,-0.20471191728776572,8.24651e-05,0.00010576745,1e-05,0.25,0.5209259,0.64318943,4.5564437,-15.536819,14.350211,0.14965035,0.27768248,0.029116338207247298,0.026681913474366305,1.267282247543335,1.4279967546463013,False,10kpbmc vs Rest,10kpbmc,Rest
CD28,0.449,0.5509999999999999,-0.20471191728776572,0.00017667141,0.00016145682,1e-05,0.25,-0.15017809,0.14631939,5.022637,-13.369867,13.670986,0.10921805,0.1316943,0.08633184996821361,0.10672765389746522,1.6157695055007935,1.6370288133621216,False,10kpbmc vs Rest,10kpbmc,Rest
CDCA7L,0.4488,0.5512,-0.20552036135155782,5.86434e-05,4.2758445e-05,1e-05,0.25,0.45872816,0.38874435,3.9974074,-11.4111595,12.444072,0.062937066,0.05984372,0.05098537825810553,0.04974271012006861,0.7628806233406067,0.49893665313720703,False,10kpbmc vs Rest,10kpbmc,Rest
AC026250.1,0.4488,0.5512,-0.20552036135155782,1.4658576e-06,5.922772e-06,1e-05,0.25,-1.9833916,-2.018426,2.4365106,-10.487447,7.11195,0.0012714558,0.0043834574,0.0012714558169103624,0.003811701924909472,0.013818743638694286,0.04372573271393776,False,10kpbmc vs Rest,10kpbmc,Rest
MRPL18,0.4486,0.5514,-0.2063288723476696,0.00022310694,0.00020184684,1e-05,0.25,0.2408062,0.11729193,1.3287158,-3.9867325,6.7216597,0.22949778,0.3466743,0.18232676414494597,0.2664379645511721,2.293856143951416,2.2051148414611816,False,10kpbmc vs Rest,10kpbmc,Rest
MRTO4,0.4486,0.5514,-0.2063288723476696,0.000110574605,0.00010070927,1e-05,0.25,0.04677947,0.07983446,1.5715448,-5.3466797,4.9866667,0.10820089,0.1419859,0.09218054672600128,0.12483323804078521,1.184261679649353,1.0651545524597168,False,10kpbmc vs Rest,10kpbmc,Rest
FKBP14,0.4486,0.5514,-0.2063288723476696,1.7979806e-05,2.3547427e-05,1e-05,0.25,-0.245175,-0.23704529,1.7220824,-6.918543,6.3493176,0.025174825,0.02877835,0.02161474888747616,0.02649132837812083,0.20152342319488525,0.19995589554309845,False,10kpbmc vs Rest,10kpbmc,Rest
CORO1C,0.4486,0.5514,-0.2063288723476696,7.565564e-05,7.830046e-05,1e-05,0.25,0.029611606,0.063314915,2.8700347,-7.930131,8.065557,0.15054037,0.21154946,0.11557533375715194,0.15265866209262435,0.7526620626449585,0.793320894241333,False,10kpbmc vs Rest,10kpbmc,Rest
ZSWIM6,0.4484,0.5516,-0.20713745054870447,7.286483e-05,9.552368e-05,1e-05,0.25,-0.16580194,-0.110711575,1.5691092,-5.1736584,4.4967747,0.10629371,0.22927387,0.08951048951048951,0.16371259767486182,0.6938749551773071,0.8901098370552063,False,10kpbmc vs Rest,10kpbmc,Rest
ENTPD1,0.4484,0.5516,-0.20713745054870447,0.000103086844,0.00011139147,1e-05,0.25,0.19941722,0.069199085,3.7045095,-9.515146,11.096011,0.18906549,0.26510388,0.12650985378258106,0.16485610825233465,0.8901081681251526,0.9236428737640381,False,10kpbmc vs Rest,10kpbmc,Rest
TPCN1,0.4484,0.5516,-0.20713745054870447,7.6222095e-05,8.1667e-05,1e-05,0.25,0.002171897,-0.048563004,2.1808662,-7.4024925,7.6717644,0.09421488,0.1457976,0.08493324856961221,0.11282637697732037,0.7714102268218994,0.6985564231872559,False,10kpbmc vs Rest,10kpbmc,Rest
NEAT1,0.4484,0.5516,-0.20713745054870447,0.0059889117,0.006607589,1e-05,0.25,0.043858826,0.03655386,1.6011578,-5.59508,5.4192004,8.598728,14.438537,0.8030514939605848,0.7977892128835525,55.15837097167969,60.23899841308594,False,10kpbmc vs Rest,10kpbmc,Rest
KIF18A,0.4484,0.5516,-0.20713745054870447,2.7002984e-06,7.947758e-06,1e-05,0.25,-1.2043575,-1.1574526,2.066643,-8.123766,7.436433,0.0053401142,0.007432819,0.004450095359186269,0.0072422336573279966,0.02292448841035366,0.06903928518295288,False,10kpbmc vs Rest,10kpbmc,Rest
UGCG,0.4478,0.5522,-0.2095635911093826,0.00011137105,0.00012221842,1e-05,0.25,-0.22682133,-0.055854797,1.9171346,-8.493113,6.578953,0.10959949,0.17305127,0.07654164017800381,0.108252334667429,1.1272932291030884,1.1612528562545776,False,10kpbmc vs Rest,10kpbmc,Rest
